INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype) VALUES ( board_seq.nextval, '익명ID1', '익명작성자1', '익명타이틀1', '익명게시판본문1', 11, 'A');
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID257', '건의작성자257', '건의타이틀257', '건의게시판본문257', 257257, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID258', '건의작성자258', '건의타이틀258', '건의게시판본문258', 258258, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID259', '건의작성자259', '건의타이틀259', '건의게시판본문259', 259259, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID260', '건의작성자260', '건의타이틀260', '건의게시판본문260', 260260, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID261', '건의작성자261', '건의타이틀261', '건의게시판본문261', 261261, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID262', '건의작성자262', '건의타이틀262', '건의게시판본문262', 262262, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID263', '건의작성자263', '건의타이틀263', '건의게시판본문263', 263263, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID264', '건의작성자264', '건의타이틀264', '건의게시판본문264', 264264, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID265', '건의작성자265', '건의타이틀265', '건의게시판본문265', 265265, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID266', '건의작성자266', '건의타이틀266', '건의게시판본문266', 266266, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID267', '건의작성자267', '건의타이틀267', '건의게시판본문267', 267267, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID268', '건의작성자268', '건의타이틀268', '건의게시판본문268', 268268, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID269', '건의작성자269', '건의타이틀269', '건의게시판본문269', 269269, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID270', '건의작성자270', '건의타이틀270', '건의게시판본문270', 270270, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID271', '건의작성자271', '건의타이틀271', '건의게시판본문271', 271271, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID272', '건의작성자272', '건의타이틀272', '건의게시판본문272', 272272, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID273', '건의작성자273', '건의타이틀273', '건의게시판본문273', 273273, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID274', '건의작성자274', '건의타이틀274', '건의게시판본문274', 274274, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID275', '건의작성자275', '건의타이틀275', '건의게시판본문275', 275275, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID276', '건의작성자276', '건의타이틀276', '건의게시판본문276', 276276, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID277', '건의작성자277', '건의타이틀277', '건의게시판본문277', 277277, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID278', '건의작성자278', '건의타이틀278', '건의게시판본문278', 278278, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID279', '건의작성자279', '건의타이틀279', '건의게시판본문279', 279279, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID280', '건의작성자280', '건의타이틀280', '건의게시판본문280', 280280, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID281', '건의작성자281', '건의타이틀281', '건의게시판본문281', 281281, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID282', '건의작성자282', '건의타이틀282', '건의게시판본문282', 282282, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID283', '건의작성자283', '건의타이틀283', '건의게시판본문283', 283283, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID284', '건의작성자284', '건의타이틀284', '건의게시판본문284', 284284, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID285', '건의작성자285', '건의타이틀285', '건의게시판본문285', 285285, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID286', '건의작성자286', '건의타이틀286', '건의게시판본문286', 286286, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID287', '건의작성자287', '건의타이틀287', '건의게시판본문287', 287287, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID288', '건의작성자288', '건의타이틀288', '건의게시판본문288', 288288, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID289', '건의작성자289', '건의타이틀289', '건의게시판본문289', 289289, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID290', '건의작성자290', '건의타이틀290', '건의게시판본문290', 290290, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID291', '건의작성자291', '건의타이틀291', '건의게시판본문291', 291291, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID292', '건의작성자292', '건의타이틀292', '건의게시판본문292', 292292, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID293', '건의작성자293', '건의타이틀293', '건의게시판본문293', 293293, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID294', '건의작성자294', '건의타이틀294', '건의게시판본문294', 294294, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID295', '건의작성자295', '건의타이틀295', '건의게시판본문295', 295295, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID296', '건의작성자296', '건의타이틀296', '건의게시판본문296', 296296, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID297', '건의작성자297', '건의타이틀297', '건의게시판본문297', 297297, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID298', '건의작성자298', '건의타이틀298', '건의게시판본문298', 298298, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID299', '건의작성자299', '건의타이틀299', '건의게시판본문299', 299299, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID300', '건의작성자300', '건의타이틀300', '건의게시판본문300', 300300, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID301', '건의작성자301', '건의타이틀301', '건의게시판본문301', 301301, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID302', '건의작성자302', '건의타이틀302', '건의게시판본문302', 302302, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID303', '건의작성자303', '건의타이틀303', '건의게시판본문303', 303303, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID304', '건의작성자304', '건의타이틀304', '건의게시판본문304', 304304, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID305', '건의작성자305', '건의타이틀305', '건의게시판본문305', 305305, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID306', '건의작성자306', '건의타이틀306', '건의게시판본문306', 306306, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID307', '건의작성자307', '건의타이틀307', '건의게시판본문307', 307307, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID308', '건의작성자308', '건의타이틀308', '건의게시판본문308', 308308, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID309', '건의작성자309', '건의타이틀309', '건의게시판본문309', 309309, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID310', '건의작성자310', '건의타이틀310', '건의게시판본문310', 310310, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID311', '건의작성자311', '건의타이틀311', '건의게시판본문311', 311311, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID312', '건의작성자312', '건의타이틀312', '건의게시판본문312', 312312, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID313', '건의작성자313', '건의타이틀313', '건의게시판본문313', 313313, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID314', '건의작성자314', '건의타이틀314', '건의게시판본문314', 314314, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID315', '건의작성자315', '건의타이틀315', '건의게시판본문315', 315315, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID316', '건의작성자316', '건의타이틀316', '건의게시판본문316', 316316, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID317', '건의작성자317', '건의타이틀317', '건의게시판본문317', 317317, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID318', '건의작성자318', '건의타이틀318', '건의게시판본문318', 318318, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID319', '건의작성자319', '건의타이틀319', '건의게시판본문319', 319319, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID320', '건의작성자320', '건의타이틀320', '건의게시판본문320', 320320, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID321', '건의작성자321', '건의타이틀321', '건의게시판본문321', 321321, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID322', '건의작성자322', '건의타이틀322', '건의게시판본문322', 322322, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID323', '건의작성자323', '건의타이틀323', '건의게시판본문323', 323323, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID324', '건의작성자324', '건의타이틀324', '건의게시판본문324', 324324, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID325', '건의작성자325', '건의타이틀325', '건의게시판본문325', 325325, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID326', '건의작성자326', '건의타이틀326', '건의게시판본문326', 326326, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID327', '건의작성자327', '건의타이틀327', '건의게시판본문327', 327327, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID328', '건의작성자328', '건의타이틀328', '건의게시판본문328', 328328, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID329', '건의작성자329', '건의타이틀329', '건의게시판본문329', 329329, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID330', '건의작성자330', '건의타이틀330', '건의게시판본문330', 330330, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID331', '건의작성자331', '건의타이틀331', '건의게시판본문331', 331331, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID332', '건의작성자332', '건의타이틀332', '건의게시판본문332', 332332, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID333', '건의작성자333', '건의타이틀333', '건의게시판본문333', 333333, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID334', '건의작성자334', '건의타이틀334', '건의게시판본문334', 334334, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID335', '건의작성자335', '건의타이틀335', '건의게시판본문335', 335335, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID336', '건의작성자336', '건의타이틀336', '건의게시판본문336', 336336, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID337', '건의작성자337', '건의타이틀337', '건의게시판본문337', 337337, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID338', '건의작성자338', '건의타이틀338', '건의게시판본문338', 338338, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID339', '건의작성자339', '건의타이틀339', '건의게시판본문339', 339339, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID340', '건의작성자340', '건의타이틀340', '건의게시판본문340', 340340, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID341', '건의작성자341', '건의타이틀341', '건의게시판본문341', 341341, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID342', '건의작성자342', '건의타이틀342', '건의게시판본문342', 342342, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID343', '건의작성자343', '건의타이틀343', '건의게시판본문343', 343343, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID344', '건의작성자344', '건의타이틀344', '건의게시판본문344', 344344, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID345', '건의작성자345', '건의타이틀345', '건의게시판본문345', 345345, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID346', '건의작성자346', '건의타이틀346', '건의게시판본문346', 346346, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID347', '건의작성자347', '건의타이틀347', '건의게시판본문347', 347347, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID348', '건의작성자348', '건의타이틀348', '건의게시판본문348', 348348, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID349', '건의작성자349', '건의타이틀349', '건의게시판본문349', 349349, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID350', '건의작성자350', '건의타이틀350', '건의게시판본문350', 350350, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID351', '건의작성자351', '건의타이틀351', '건의게시판본문351', 351351, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID352', '건의작성자352', '건의타이틀352', '건의게시판본문352', 352352, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID353', '건의작성자353', '건의타이틀353', '건의게시판본문353', 353353, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID354', '건의작성자354', '건의타이틀354', '건의게시판본문354', 354354, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID355', '건의작성자355', '건의타이틀355', '건의게시판본문355', 355355, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID356', '건의작성자356', '건의타이틀356', '건의게시판본문356', 356356, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID357', '건의작성자357', '건의타이틀357', '건의게시판본문357', 357357, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID358', '건의작성자358', '건의타이틀358', '건의게시판본문358', 358358, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID359', '건의작성자359', '건의타이틀359', '건의게시판본문359', 359359, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID360', '건의작성자360', '건의타이틀360', '건의게시판본문360', 360360, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID361', '건의작성자361', '건의타이틀361', '건의게시판본문361', 361361, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID362', '건의작성자362', '건의타이틀362', '건의게시판본문362', 362362, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID363', '건의작성자363', '건의타이틀363', '건의게시판본문363', 363363, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID364', '건의작성자364', '건의타이틀364', '건의게시판본문364', 364364, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID365', '건의작성자365', '건의타이틀365', '건의게시판본문365', 365365, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID366', '건의작성자366', '건의타이틀366', '건의게시판본문366', 366366, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID367', '건의작성자367', '건의타이틀367', '건의게시판본문367', 367367, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID368', '건의작성자368', '건의타이틀368', '건의게시판본문368', 368368, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID369', '건의작성자369', '건의타이틀369', '건의게시판본문369', 369369, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID370', '건의작성자370', '건의타이틀370', '건의게시판본문370', 370370, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID371', '건의작성자371', '건의타이틀371', '건의게시판본문371', 371371, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID372', '건의작성자372', '건의타이틀372', '건의게시판본문372', 372372, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID373', '건의작성자373', '건의타이틀373', '건의게시판본문373', 373373, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID374', '건의작성자374', '건의타이틀374', '건의게시판본문374', 374374, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID375', '건의작성자375', '건의타이틀375', '건의게시판본문375', 375375, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID376', '건의작성자376', '건의타이틀376', '건의게시판본문376', 376376, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID377', '건의작성자377', '건의타이틀377', '건의게시판본문377', 377377, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID378', '건의작성자378', '건의타이틀378', '건의게시판본문378', 378378, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID379', '건의작성자379', '건의타이틀379', '건의게시판본문379', 379379, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID380', '건의작성자380', '건의타이틀380', '건의게시판본문380', 380380, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID381', '건의작성자381', '건의타이틀381', '건의게시판본문381', 381381, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID382', '건의작성자382', '건의타이틀382', '건의게시판본문382', 382382, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID383', '건의작성자383', '건의타이틀383', '건의게시판본문383', 383383, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID384', '건의작성자384', '건의타이틀384', '건의게시판본문384', 384384, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID385', '건의작성자385', '건의타이틀385', '건의게시판본문385', 385385, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID386', '건의작성자386', '건의타이틀386', '건의게시판본문386', 386386, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID387', '건의작성자387', '건의타이틀387', '건의게시판본문387', 387387, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID388', '건의작성자388', '건의타이틀388', '건의게시판본문388', 388388, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID389', '건의작성자389', '건의타이틀389', '건의게시판본문389', 389389, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID390', '건의작성자390', '건의타이틀390', '건의게시판본문390', 390390, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID391', '건의작성자391', '건의타이틀391', '건의게시판본문391', 391391, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID392', '건의작성자392', '건의타이틀392', '건의게시판본문392', 392392, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID393', '건의작성자393', '건의타이틀393', '건의게시판본문393', 393393, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID394', '건의작성자394', '건의타이틀394', '건의게시판본문394', 394394, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID395', '건의작성자395', '건의타이틀395', '건의게시판본문395', 395395, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID396', '건의작성자396', '건의타이틀396', '건의게시판본문396', 396396, 'S', 2);
INSERT INTO board ( boardno, writerid, writer, title, content, hit, boardtype, msgto) VALUES ( board_seq.nextval, '건의ID397', '건의작성자397', '건의타이틀397', '건의게시판본문397', 397397, 'S', 2);
